sample_timepoint_id	experiment_id	species_scientific	species_common	taxonomy_id	cell_line_or_tissue	sample_name_original	sample_name_standardized	genotype_or_construct	synchronization_method	synchronization_reagent	synchronization_dose	synchronization_duration	arrest_point	time_zero_definition	sampling_time	sampling_time_unit	cell_cycle_phase	phase_evidence_type	phase_evidence_rule	pooled_status	evidence_ids	notes	condition_id	replicate_id	batch_id	gsm_accession	archive_sample_id
ST-P0008-GEO-047	EX-P0008-003	Gallus gallus	chicken	9031	DT40	20160919-7m-R2_	GSM2745885	CAPH-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	7	min	Prophase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-047	R-P0008-GEO-047	B-P0008-GEO-047	GSM2745885	AS-P0008-047
ST-P0008-GEO-048	EX-P0008-003	Gallus gallus	chicken	9031	DT40	20160919-10m-R2	GSM2745886	CAPH-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	10	min	Prophase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-048	R-P0008-GEO-048	B-P0008-GEO-048	GSM2745886	AS-P0008-048
ST-P0008-GEO-049	EX-P0008-003	Gallus gallus	chicken	9031	DT40	20160919-15m-R2	GSM2745887	CAPH-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	15	min	Prometaphase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-049	R-P0008-GEO-049	B-P0008-GEO-049	GSM2745887	AS-P0008-049
ST-P0008-GEO-050	EX-P0008-003	Gallus gallus	chicken	9031	DT40	20160919-30m-R2	GSM2745888	CAPH-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	30	min	Prometaphase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-050	R-P0008-GEO-050	B-P0008-GEO-050	GSM2745888	AS-P0008-050
ST-P0008-GEO-051	EX-P0008-003	Gallus gallus	chicken	9031	DT40	20160919-60m-R2	GSM2745889	CAPH-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	60	min	Prometaphase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-051	R-P0008-GEO-051	B-P0008-GEO-051	GSM2745889	AS-P0008-051
ST-P0008-GEO-052	EX-P0008-004	Gallus gallus	chicken	9031	DT40	20160830-G2p-R2	GSM2745890	CAPH2-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	NR	NA	G2	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-052	R-P0008-GEO-052	B-P0008-GEO-052	GSM2745890	AS-P0008-052
ST-P0008-GEO-053	EX-P0008-004	Gallus gallus	chicken	9031	DT40	20160830-G2n-R2	GSM2745891	CAPH2-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	NR	NA	G2	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-053	R-P0008-GEO-053	B-P0008-GEO-053	GSM2745891	AS-P0008-053
ST-P0008-GEO-054	EX-P0008-004	Gallus gallus	chicken	9031	DT40	20160830-7m-R2	GSM2745892	CAPH2-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	7	min	Prophase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-054	R-P0008-GEO-054	B-P0008-GEO-054	GSM2745892	AS-P0008-054
ST-P0008-GEO-055	EX-P0008-004	Gallus gallus	chicken	9031	DT40	20160830-10m-R2	GSM2745893	CAPH2-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	10	min	Prometaphase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-055	R-P0008-GEO-055	B-P0008-GEO-055	GSM2745893	AS-P0008-055
ST-P0008-GEO-056	EX-P0008-004	Gallus gallus	chicken	9031	DT40	20160830-15m-R2	GSM2745894	CAPH2-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	15	min	Prometaphase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-056	R-P0008-GEO-056	B-P0008-GEO-056	GSM2745894	AS-P0008-056
ST-P0008-GEO-057	EX-P0008-004	Gallus gallus	chicken	9031	DT40	20160830-30m-R2	GSM2745895	CAPH2-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	30	min	Prometaphase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-057	R-P0008-GEO-057	B-P0008-GEO-057	GSM2745895	AS-P0008-057
ST-P0008-GEO-058	EX-P0008-004	Gallus gallus	chicken	9031	DT40	20160830-60m-R2	GSM2745896	CAPH2-AID	chemical-genetic CDK1as inhibition	1NM-PP1	2 μM	10 h	G2	1NM-PP1 washout	60	min	Prometaphase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-058	R-P0008-GEO-058	B-P0008-GEO-058	GSM2745896	AS-P0008-058
ST-P0008-GEO-059	EX-P0008-005	Homo sapiens	human	9606	HelaS3-CCL2.2	HelaS3-PM98	GSM2745897	WT	NR	NR	NR	NR	NR	NR	NR	NA	Prometaphase	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008|E-P0008-011	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-059	R-P0008-GEO-059	B-P0008-GEO-059	GSM2745897	AS-P0008-059
ST-P0008-GEO-060	EX-P0008-005	Homo sapiens	human	9606	HelaS3-CCL2.2	HelaS3-NS	GSM2745898	WT	NR	NR	NR	NR	NR	NR	NR	NA	NS	author_stated	GEO MINiML Characteristics[@tag='phase']原值	NR	E-P0008-008|E-P0008-011	分钟值仅从原始alias机械提取，不据此推断周期阶段	C-P0008-GEO-060	R-P0008-GEO-060	B-P0008-GEO-060	GSM2745898	AS-P0008-060
ST-P0009-001	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-prometa-rep1	GSM3729077	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-001	R-P0009-001	B-P0009-001	GSM3729077	AS-P0009-001
ST-P0009-002	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-ana.telo-rep1	GSM3729078	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	25	min	ana/telophase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-002	R-P0009-002	B-P0009-002	GSM3729078	AS-P0009-002
ST-P0009-003	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-early-G1-rep1	GSM3729079	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-003	R-P0009-003	B-P0009-003	GSM3729079	AS-P0009-003
ST-P0009-004	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-mid-G1-rep1	GSM3729080	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-004	R-P0009-004	B-P0009-004	GSM3729080	AS-P0009-004
ST-P0009-005	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-prometa-rep2	GSM3729081	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-005	R-P0009-005	B-P0009-005	GSM3729081	AS-P0009-005
ST-P0009-006	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-ana.telo-rep2	GSM3729082	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	25	min	ana/telophase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-006	R-P0009-006	B-P0009-006	GSM3729082	AS-P0009-006
ST-P0009-007	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-early-G1-rep2	GSM3729083	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-007	R-P0009-007	B-P0009-007	GSM3729083	AS-P0009-007
ST-P0009-008	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-mid-G1-rep2	GSM3729084	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-008	R-P0009-008	B-P0009-008	GSM3729084	AS-P0009-008
ST-P0009-009	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-prometa-rep3	GSM3729085	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-009	R-P0009-009	B-P0009-009	GSM3729085	AS-P0009-009
ST-P0009-010	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-ana.telo-rep3	GSM3729086	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	25	min	ana/telophase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-010	R-P0009-010	B-P0009-010	GSM3729086	AS-P0009-010
ST-P0009-011	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-early-G1-rep3	GSM3729087	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-011	R-P0009-011	B-P0009-011	GSM3729087	AS-P0009-011
ST-P0009-012	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Capture-C-mid-G1-rep3	GSM3729088	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-012	R-P0009-012	B-P0009-012	GSM3729088	AS-P0009-012
ST-P0009-013	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-prometa-rep1	GSM3729089	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-013	R-P0009-013	B-P0009-013	GSM3729089	AS-P0009-013
ST-P0009-014	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-prometa-rep2	GSM3729090	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-014	R-P0009-014	B-P0009-014	GSM3729090	AS-P0009-014
ST-P0009-015	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-ana.telo-rep1	GSM3729091	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	25	min	ana/telophase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-015	R-P0009-015	B-P0009-015	GSM3729091	AS-P0009-015
ST-P0009-016	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-ana.telo-rep2	GSM3729092	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	25	min	ana/telophase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-016	R-P0009-016	B-P0009-016	GSM3729092	AS-P0009-016
ST-P0009-017	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-early-G1-rep1	GSM3729093	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-017	R-P0009-017	B-P0009-017	GSM3729093	AS-P0009-017
ST-P0009-018	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-early-G1-rep2	GSM3729094	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-018	R-P0009-018	B-P0009-018	GSM3729094	AS-P0009-018
ST-P0009-019	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-mid-G1-rep1	GSM3729095	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-019	R-P0009-019	B-P0009-019	GSM3729095	AS-P0009-019
ST-P0009-020	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-mid-G1-rep2	GSM3729096	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-020	R-P0009-020	B-P0009-020	GSM3729096	AS-P0009-020
ST-P0009-021	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-late-G1-rep1	GSM3729097	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	240	min	late G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-021	R-P0009-021	B-P0009-021	GSM3729097	AS-P0009-021
ST-P0009-022	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	Hi-C-late-G1-rep2	GSM3729098	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	240	min	late G1	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-022	R-P0009-022	B-P0009-022	GSM3729098	AS-P0009-022
ST-P0009-023	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	ChIP-seq-CTCF-asyn-rep1	GSM3729099	WT	asynchronous comparator	NA	NA	NA	NA	NA	NR	NA	asynchronous	author_stated	GEO title token 'asyn'	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-023	R-P0009-023	B-P0009-023	GSM3729099	AS-P0009-023
ST-P0009-024	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	ChIP-seq-CTCF-asyn-rep2	GSM3729100	WT	asynchronous comparator	NA	NA	NA	NA	NA	NR	NA	asynchronous	author_stated	GEO title token 'asyn'	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-024	R-P0009-024	B-P0009-024	GSM3729100	AS-P0009-024
ST-P0009-025	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	ChIP-seq-CTCF-prometa-rep1	GSM3729101	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-025	R-P0009-025	B-P0009-025	GSM3729101	AS-P0009-025
ST-P0009-026	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	ChIP-seq-CTCF-prometa-rep2	GSM3729102	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-026	R-P0009-026	B-P0009-026	GSM3729102	AS-P0009-026
ST-P0009-027	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	ChIP-seq-CTCF-prometa-rep3	GSM3729103	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-027	R-P0009-027	B-P0009-027	GSM3729103	AS-P0009-027
ST-P0009-028	EX-P0009-001	Mus musculus	mouse	10090	G1E-ER4 cells	ChIP-seq-CTCF-ana.telo-rep1	GSM3729104	WT	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	25	min	ana/telophase	author_stated	GEO family MINiML title token gives stage label; Treatment-Protocol explicitly maps prometa/ana.telo/early-G1/mid-G1/late-G1 to 0/25/60/120/240 min after nocodazole release.	NR	E-P0009-003	Asynchronous samples keep NR sampling_time; stage-labelled samples use GEO Treatment-Protocol explicit release mapping.	C-P0009-028	R-P0009-028	B-P0009-028	GSM3729104	AS-P0009-028
